time;Sensor Type;v1;v2;v3;Label
1548350426894;3;0.0;0.0;-9.8100004196167;0
1548350426896;5;0.0;0;0;0
1548350427114;3;2.751885414123535;1.338670253753662;-4.660716533660889;0
1548350427114;4;0.4898383319377899;-0.5885977745056152;0.5591956377029419;0
1548350427114;4;0.7865907549858093;-0.16059304773807526;0.5792216062545776;0
1548350427114;3;2.7283928394317627;1.3859232664108276;-4.660716533660889;0
1548350427115;4;0.7892429232597351;-0.1470056027173996;0.5792216062545776;0
1548350427115;3;2.2009437084198;1.354217767715454;-4.406115531921387;0
1548350427115;4;0.7726186513900757;-0.06829416751861572;0.6151495575904846;0
1548350427116;5;0.0;0;0;0
1548350427116;3;0.0;0.0;-9.8100004196167;0
1548350427117;4;0.7726186513900757;-0.06829416751861572;0.6151495575904846;0
1548350427220;3;1.1996945142745972;2.2413694858551025;-3.188363552093506;0
1548350427221;4;0.46790722012519836;0.3324599862098694;0.30822139978408813;0
1548350427221;3;1.5514620542526245;2.0139429569244385;-3.188363552093506;0
1548350427221;4;0.516148567199707;0.2511124908924103;0.30822139978408813;0
1548350427222;3;1.5892062187194824;1.3802438974380493;-3.0366382598876953;0
1548350427222;4;0.5192431211471558;0.217253178358078;0.3281080722808838;0
1548350427223;3;1.9627705812454224;2.149885892868042;2.4921607971191406;0
1548350427223;3;1.1996945142745972;2.2413694858551025;-3.188363552093506;0
1548350427224;4;0.46790722012519836;0.3324599862098694;0.30822139978408813;0
1548350427224;3;1.5514620542526245;2.0139429569244385;-3.188363552093506;0
1548350427224;4;0.516148567199707;0.2511124908924103;0.30822139978408813;0
1548350427225;3;1.5892062187194824;1.3802438974380493;-3.0366382598876953;0
1548350427225;4;0.5192431211471558;0.217253178358078;0.3281080722808838;0
1548350427226;3;1.9627705812454224;2.149885892868042;2.4921607971191406;0
1548350427326;4;0.7885837554931641;-0.09576626121997833;0.34104275703430176;0
1548350427326;3;1.8369979858398438;2.2582995891571045;2.4921607971191406;0
1548350427326;4;0.7927610874176025;-0.05064778029918671;0.34104278683662415;0
1548350427327;3;1.172136902809143;1.6458789110183716;2.669374465942383;0
1548350427327;4;0.7812042236328125;0.0010097697377204895;0.3702225089073181;0
1548350427328;3;-0.2665245532989502;2.885993480682373;1.7307987213134766;0
1548350427328;3;-1.220271348953247;1.1136603355407715;1.9739189147949219;0
1548350427329;4;0.754760205745697;0.031426556408405304;0.42035096883773804;0
1548350427330;4;0.7885837554931641;-0.09576626121997833;0.34104275703430176;0
1548350427330;3;1.8369979858398438;2.2582995891571045;2.4921607971191406;0
