time;Sensor Type;v1;v2;v3;Label
1548274338297;4;0.0061223977245390415;0.012268774211406708;0.009538928978145123;4
1548274338297;3;-0.0012874603271484375;-0.0033445358276367188;-0.4799661636352539;4
1548274338298;4;0.0061486647464334965;0.012255159206688404;0.009539531543850899;4
1548274338298;4;0.006983757019042969;0.011799242347478867;0.009539531543850899;4
1548274338298;3;-0.0015163421630859375;-0.0032477378845214844;-0.4799661636352539;4
1548274338299;4;0.0061223977245390415;0.012268774211406708;0.009538928978145123;4
1548274338300;3;-0.0012874603271484375;-0.0033445358276367188;-0.4799661636352539;4
1548274338300;4;0.0061486647464334965;0.012255159206688404;0.009539531543850899;4
1548274338300;3;-0.0015163421630859375;-0.0032477378845214844;-0.4799661636352539;4
1548274338300;4;0.006983757019042969;0.011799242347478867;0.009539531543850899;4
1548274338302;3;-0.03971743583679199;0.08345651626586914;-0.45172595977783203;4
1548274338303;3;-0.03971743583679199;0.08345651626586914;-0.45172595977783203;4
1548274338358;3;-0.035961151123046875;0.0802764892578125;-0.45168399810791016;4
1548274338358;4;0.006992588751018047;0.01179299782961607;0.009540783241391182;4
1548274338358;4;0.005191347561776638;0.008441824465990067;0.011018291115760803;4
1548274338358;4;0.006992588751018047;0.01179299782961607;0.009540783241391182;4
1548274338359;4;0.005191347561776638;0.008441824465990067;0.011018291115760803;4
1548274338358;3;-0.035961151123046875;0.0802764892578125;-0.45168399810791016;4
1548274338359;3;-0.038037776947021484;0.07931399345397949;-0.45168304443359375;4
1548274338359;3;-0.038037776947021484;0.07931399345397949;-0.45168304443359375;4
1548274338359;4;0.004969980102032423;0.00857402104884386;0.011018292047083378;4
1548274338359;4;0.004969980102032423;0.00857402104884386;0.011018292047083378;4
1548274338400;3;-0.03539705276489258;0.013307332992553711;-0.47217464447021484;4
1548274338400;3;-0.03539705276489258;0.013307332992553711;-0.47217464447021484;4
1548274338421;4;-0.003387575503438711;-0.007596743758767843;-0.0020588431507349014;4
1548274338421;4;-0.0033414694480597973;-0.007617135997861624;-0.0020588436163961887;4
1548274338421;3;-0.03275442123413086;0.015918970108032227;-0.4721689224243164;4
1548274338421;4;-0.003344440832734108;-0.007616715040057898;-0.0020555732771754265;4
1548274338422;4;-0.003387575503438711;-0.007596743758767843;-0.0020588431507349014;4
1548274338422;3;-0.0354769229888916;0.013092756271362305;-0.47217559814453125;4
1548274338422;4;-0.0033414694480597973;-0.007617135997861624;-0.0020588436163961887;4
1548274338422;3;-0.03275442123413086;0.015918970108032227;-0.4721689224243164;4
1548274338422;4;-0.003344440832734108;-0.007616715040057898;-0.0020555732771754265;4
1548274338421;3;-0.0354769229888916;0.013092756271362305;-0.47217559814453125;4
1548274338450;3;-0.027442455291748047;-0.01693248748779297;-0.4841899871826172;4
1548274338450;3;-0.027442455291748047;-0.01693248748779297;-0.4841899871826172;4
1548274338486;3;-0.035984039306640625;-0.009302139282226562;-0.4842090606689453;4
1548274338486;4;-0.003335069864988327;-0.007621683645993471;-0.002052376978099346;4
1548274338486;4;-0.006679288577288389;-0.013685815036296844;-0.012851569801568985;4
1548274338486;3;-0.03579568862915039;-0.010001897811889648;-0.4842090606689453;4
1548274338487;3;-0.035984039306640625;-0.009302139282226562;-0.4842090606689453;4
1548274338486;4;-0.006411176174879074;-0.013813444413244724;-0.012851569801568985;4
1548274338487;4;-0.006679288577288389;-0.013685815036296844;-0.012851569801568985;4
1548274338487;3;-0.03579568862915039;-0.010001897811889648;-0.4842090606689453;4
1548274338487;4;-0.006411176174879074;-0.013813444413244724;-0.012851569801568985;4
1548274338487;4;-0.003335069864988327;-0.007621683645993471;-0.002052376978099346;4
1548274338500;3;0.032836198806762695;-0.013963699340820312;-0.45269298553466797;4
1548274338500;3;0.032836198806762695;-0.013963699340820312;-0.45269298553466797;4
1548274338551;3;0.03230619430541992;-0.015150070190429688;-0.45269298553466797;4
1548274338551;4;-0.00920200813561678;-0.01619633100926876;-0.0059092044830322266;4
1548274338552;4;-0.009785447269678116;-0.015850644558668137;-0.005909204948693514;4
1548274338552;3;0.019765138626098633;-0.00879669189453125;-0.4526491165161133;4
1548274338552;4;-0.009756762534379959;-0.015867428854107857;-0.005911609157919884;4
1548274338552;4;-0.00920200813561678;-0.01619633100926876;-0.0059092044830322266;4
1548274338552;3;0.03230619430541992;-0.015150070190429688;-0.45269298553466797;4
1548274338552;4;-0.009785447269678116;-0.015850644558668137;-0.005909204948693514;4
1548274338552;3;0.019765138626098633;-0.00879669189453125;-0.4526491165161133;4
1548274338552;4;-0.009756762534379959;-0.015867428854107857;-0.005911609157919884;4
1548274338601;3;0.033739566802978516;-0.02015995979309082;-0.4578256607055664;4
1548274338601;3;0.033739566802978516;-0.02015995979309082;-0.4578256607055664;4
1548274338619;4;-0.0009925792692229152;-0.0025987594854086637;0.0018332954496145248;4
1548274338620;3;0.032950401306152344;-0.017564058303833008;-0.45781898498535156;4
1548274338620;4;-0.0009925196645781398;-0.002598332706838846;0.0018339318921789527;4
1548274338621;3;0.03355908393859863;-0.016370534896850586;-0.45781898498535156;4
1548274338621;4;-0.0008986439788714051;-0.0026322740595787764;0.0018339321250095963;4
1548274338622;4;-0.0009925792692229152;-0.0025987594854086637;0.0018332954496145248;4
1548274338623;3;0.032950401306152344;-0.017564058303833008;-0.45781898498535156;4
1548274338623;4;-0.0009925196645781398;-0.002598332706838846;0.0018339318921789527;4
1548274338624;3;0.03355908393859863;-0.016370534896850586;-0.45781898498535156;4
1548274338624;4;-0.0008986439788714051;-0.0026322740595787764;0.0018339321250095963;4
1548274338651;3;-0.04393482208251953;0.006328105926513672;-0.4648447036743164;4
1548274338651;3;-0.04393482208251953;0.006328105926513672;-0.4648447036743164;4
1548274338684;3;-0.03442978858947754;0.0016858577728271484;-0.46480274200439453;4
1548274338684;4;-0.0008993863593786955;-0.0026323022320866585;0.0018335269996896386;4
1548274338685;4;0.004258781671524048;0.004752680659294128;0.0014393944293260574;4
1548274338685;3;-0.03440093994140625;0.002197742462158203;-0.46480369567871094;4
1548274338685;4;0.004329007118940353;0.0046888054348528385;0.0014393944293260574;4
1548274338686;3;-0.03442978858947754;0.0016858577728271484;-0.46480274200439453;4
1548274338686;4;-0.0008993863593786955;-0.0026323022320866585;0.0018335269996896386;4
1548274338687;4;0.004258781671524048;0.004752680659294128;0.0014393944293260574;4
1548274338688;3;-0.03440093994140625;0.002197742462158203;-0.46480369567871094;4
1548274338688;4;0.004329007118940353;0.0046888054348528385;0.0014393944293260574;4
1548274338748;4;0.0010634306818246841;-0.004492232110351324;0.003236006014049053;4
1548274338748;3;-0.03249406814575195;-0.004831075668334961;-0.4647970199584961;4
1548274338749;3;-0.03236675262451172;-0.005621433258056641;-0.4647970199584961;4
1548274338749;4;0.0011723990319296718;-0.004467640537768602;0.003232406685128808;4
1548274338750;3;-0.04338479042053223;0.05471372604370117;-0.4975147247314453;4
1548274338751;4;0.0010634306818246841;-0.004492232110351324;0.003236006014049053;4
1548274338751;3;-0.03249406814575195;-0.004831075668334961;-0.4647970199584961;4
1548274338748;4;0.0010631715413182974;-0.004494885914027691;0.0032324062194675207;4
1548274338751;4;0.0010631715413182974;-0.004494885914027691;0.0032324062194675207;4
1548274338752;4;0.0011723990319296718;-0.004467640537768602;0.003232406685128808;4
1548274338752;3;-0.03236675262451172;-0.005621433258056641;-0.4647970199584961;4
1548274338753;3;-0.04338479042053223;0.05471372604370117;-0.4975147247314453;4
1548274338798;3;0.030858755111694336;-0.05954313278198242;-0.46790599822998047;4
1548274338798;3;0.030858755111694336;-0.05954313278198242;-0.46790599822998047;4
1548274338810;3;0.026311397552490234;-0.05742526054382324;-0.4678783416748047;4
1548274338811;4;0.0011728366371244192;-0.004466380923986435;0.003233986906707287;4
